model,arm,naming,branching,role,layer,dim,seed,rho_cond_euc,rho_hyp,delta,shuffle_rho_hyp,n_train,n_val
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,24,5,4,0.0557,0.0799,0.0242,0.0109,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,24,8,4,0.0797,0.1555,0.0758,-0.0196,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,24,16,4,0.1307,0.2339,0.1032,-0.0483,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,24,2,5,0.061,0.0661,0.0052,-0.0162,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,24,3,5,0.0247,0.0457,0.0211,-0.0254,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,24,5,5,0.0846,0.1532,0.0686,0.0155,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,24,8,5,0.0961,0.1839,0.0878,-0.0228,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,24,16,5,0.1321,0.1076,-0.0245,0.0023,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,2,0,0.0244,0.0204,-0.004,-0.0203,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,3,0,0.002,0.0412,0.0391,-0.0389,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,5,0,0.0148,0.1314,0.1166,0.0089,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,8,0,0.0804,0.0899,0.0095,-0.0304,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,16,0,0.1021,0.2124,0.1103,-0.0088,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,2,1,0.0754,0.0228,-0.0526,-0.0139,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,3,1,0.0823,0.0742,-0.008,-0.0281,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,5,1,0.0742,0.0881,0.0139,-0.0045,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,8,1,0.0539,0.1249,0.0709,0.0509,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,16,1,0.1221,0.1378,0.0157,0.0216,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,2,2,0.068,-0.0018,-0.0698,0.0129,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,3,2,0.035,0.0632,0.0282,0.0374,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,5,2,0.0803,0.1027,0.0225,0.0331,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,8,2,0.0938,0.1329,0.0391,0.0235,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,16,2,0.1393,0.0723,-0.067,-0.0017,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,2,3,0.0764,0.0391,-0.0373,0.0244,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,3,3,0.0968,0.065,-0.0318,0.0095,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,5,3,0.0215,0.1241,0.1026,-0.0145,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,8,3,0.1107,0.1329,0.0222,-0.0042,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,16,3,0.1155,0.0604,-0.0551,-0.0225,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,2,4,-0.0151,0.0121,0.0273,-0.0051,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,3,4,0.0639,0.0558,-0.008,0.0105,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,5,4,0.0379,0.0743,0.0364,-0.0092,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,8,4,0.0324,0.0747,0.0423,-0.0159,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,16,4,0.1609,0.0604,-0.1005,0.011,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,2,5,-0.0157,0.0299,0.0456,0.0092,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,3,5,0.0172,0.004,-0.0132,0.0254,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,5,5,0.0431,0.09,0.0469,0.0032,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,8,5,0.0699,0.1335,0.0636,-0.0056,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,last,28,16,5,0.1158,0.1126,-0.0032,0.0003,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,2,0,-0.0659,-0.0496,0.0163,0.0006,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,3,0,-0.0659,-0.0659,0.0,0.0099,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,5,0,-0.0659,-0.0659,0.0,0.0099,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,8,0,-0.0659,-0.0659,0.0,0.0099,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,16,0,-0.0659,-0.0659,0.0,0.0099,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,2,1,-0.0514,-0.0514,0.0,0.0028,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,3,1,-0.0514,-0.038,0.0134,-0.0011,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,5,1,-0.0514,-0.0286,0.0228,-0.0106,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,8,1,-0.0514,-0.0514,0.0,0.0028,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,16,1,-0.0514,-0.0514,0.0,0.0028,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,2,2,-0.0319,-0.0166,0.0153,0.0263,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,3,2,-0.0319,-0.0319,0.0,0.0315,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,5,2,-0.0319,-0.0319,0.0,0.0263,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,8,2,-0.0319,-0.0319,0.0,0.0315,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,16,2,-0.0235,-0.0235,0.0,0.0352,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,2,3,-0.0454,-0.0454,0.0,0.0243,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,3,3,-0.0454,-0.0262,0.0193,0.0201,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,5,3,-0.0454,-0.0454,0.0,0.0243,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,8,3,-0.0454,-0.0262,0.0193,0.0201,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,16,3,-0.0454,-0.0343,0.0112,0.0243,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,2,4,-0.0572,-0.0572,0.0,0.0132,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,3,4,-0.0572,-0.0572,0.0,0.0132,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,5,4,-0.0572,-0.0572,0.0,0.0132,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,8,4,-0.0572,-0.0551,0.0021,0.0132,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,16,4,-0.0572,-0.0551,0.0021,0.0186,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,2,5,-0.0453,-0.0453,0.0,0.0417,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,3,5,-0.0453,-0.0453,0.0,0.0417,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,5,5,-0.0453,-0.0453,0.0,0.0448,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,8,5,-0.0453,-0.0327,0.0125,0.0448,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,0,16,5,-0.0453,-0.0453,0.0,0.0448,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,2,0,-0.0109,0.0315,0.0424,-0.032,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,3,0,-0.0044,0.1569,0.1613,-0.036,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,5,0,0.0488,0.2238,0.175,-0.0098,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,8,0,0.0565,0.1416,0.085,-0.0296,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,16,0,0.2191,0.0672,-0.1519,-0.0024,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,2,1,-0.0,0.0832,0.0832,0.0368,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,3,1,0.0378,0.1318,0.0939,-0.0051,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,5,1,0.0784,0.1896,0.1112,-0.0487,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,8,1,0.0994,0.1879,0.0885,0.0158,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,16,1,0.2496,0.1402,-0.1094,-0.0135,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,2,2,0.0053,0.0755,0.0703,0.0208,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,3,2,-0.0169,0.1342,0.1511,-0.0319,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,5,2,-0.0095,0.2043,0.2138,0.0593,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,8,2,0.0884,0.2283,0.1399,0.0317,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,16,2,0.2294,0.097,-0.1323,-0.0028,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,2,3,0.0423,0.0515,0.0092,-0.0257,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,3,3,0.0518,0.1611,0.1093,-0.0434,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,5,3,0.0503,0.1882,0.1379,-0.0773,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,8,3,0.099,0.2748,0.1758,-0.0158,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,16,3,0.1917,0.2687,0.0771,-0.017,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,2,4,0.0052,0.0961,0.0909,0.0136,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,3,4,0.0301,0.1291,0.099,-0.0037,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,5,4,0.0328,0.1711,0.1383,0.0386,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,8,4,0.1069,0.2204,0.1135,0.0018,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,16,4,0.1973,0.1379,-0.0593,-0.053,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,2,5,0.0127,0.0064,-0.0063,0.0122,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,3,5,0.0092,0.1358,0.1266,-0.0052,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,5,5,0.0522,0.1696,0.1174,-0.0315,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,8,5,0.1072,0.1487,0.0416,0.0122,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,4,16,5,0.1812,0.2267,0.0454,-0.019,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,2,0,0.0057,0.0807,0.0749,0.0169,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,3,0,0.0565,0.1117,0.0552,-0.0051,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,5,0,0.057,0.2395,0.1825,-0.0241,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,8,0,0.1117,0.2798,0.1681,-0.0367,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,16,0,0.2803,0.211,-0.0694,-0.0076,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,2,1,0.0337,0.0725,0.0388,-0.0017,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,3,1,0.0516,0.2104,0.1589,-0.0043,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,5,1,0.0575,0.2225,0.165,-0.0036,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,8,1,0.1265,0.2866,0.1601,-0.0471,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,16,1,0.2476,0.2281,-0.0196,-0.0423,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,2,2,-0.003,0.0952,0.0981,0.0212,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,3,2,0.0469,0.1548,0.1079,-0.0446,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,5,2,0.0711,0.2868,0.2157,0.0105,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,8,2,0.0976,0.3113,0.2136,0.0254,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,16,2,0.2358,0.2579,0.0221,0.0258,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,2,3,0.0259,0.0022,-0.0237,0.0246,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,3,3,0.0433,0.1621,0.1188,-0.0124,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,5,3,0.0782,0.2811,0.2029,-0.0014,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,8,3,0.1118,0.3398,0.228,-0.0415,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,16,3,0.2637,0.3697,0.106,-0.0368,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,2,4,0.0382,0.1093,0.0712,-0.0053,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,3,4,0.0498,0.1826,0.1328,-0.0202,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,5,4,0.0869,0.2658,0.1789,-0.0052,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,8,4,0.1707,0.3204,0.1497,-0.0036,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,16,4,0.2858,0.3132,0.0275,0.0242,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,2,5,0.0652,0.0826,0.0174,0.0103,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,3,5,0.0542,0.1837,0.1295,-0.0677,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,5,5,0.0737,0.2716,0.1979,-0.0701,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,8,5,0.1281,0.2736,0.1455,-0.0518,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,8,16,5,0.2594,0.3304,0.071,-0.051,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,2,0,0.1125,0.0918,-0.0207,-0.0211,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,3,0,0.0046,0.1765,0.1719,-0.0211,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,5,0,0.0848,0.1929,0.1081,-0.0262,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,8,0,0.1316,0.2472,0.1156,-0.0347,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,16,0,0.2335,0.3422,0.1087,-0.0447,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,2,1,0.0137,0.0886,0.075,0.0033,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,3,1,0.0512,0.2089,0.1577,-0.0025,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,5,1,0.089,0.2421,0.1531,0.0021,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,8,1,0.128,0.3173,0.1893,-0.053,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,16,1,0.2592,0.3716,0.1124,-0.022,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,2,2,0.0381,0.0809,0.0428,0.0392,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,3,2,0.0773,0.1782,0.1009,0.042,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,5,2,0.0974,0.2937,0.1964,0.0059,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,8,2,0.1029,0.3264,0.2235,-0.0017,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,16,2,0.2821,0.3902,0.108,0.017,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,2,3,0.0719,0.0438,-0.0281,-0.0112,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,3,3,0.0573,0.1873,0.13,-0.0382,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,5,3,0.0992,0.2722,0.173,-0.0156,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,8,3,0.1347,0.2114,0.0768,-0.0212,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,16,3,0.2196,0.1963,-0.0233,-0.0073,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,2,4,0.0315,0.0964,0.0649,0.0406,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,3,4,0.0724,0.1645,0.0921,0.0224,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,5,4,0.0692,0.2792,0.21,0.0227,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,8,4,0.0909,0.2478,0.1569,0.004,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,16,4,0.2834,0.3094,0.026,0.0284,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,2,5,0.0287,0.0478,0.0191,-0.0158,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,3,5,0.0934,0.1574,0.0639,0.0044,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,5,5,0.0531,0.2588,0.2057,0.0275,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,8,5,0.1016,0.2482,0.1466,-0.0408,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,12,16,5,0.2412,0.3809,0.1397,-0.0203,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,2,0,0.0404,0.0686,0.0281,-0.0161,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,3,0,0.0295,0.1303,0.1008,-0.0379,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,5,0,0.0956,0.266,0.1704,-0.0672,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,8,0,0.1299,0.2901,0.1602,-0.0626,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,16,0,0.2299,0.3983,0.1684,-0.05,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,2,1,0.0716,0.0691,-0.0026,-0.0124,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,3,1,0.0652,0.1394,0.0741,-0.0009,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,5,1,0.1174,0.2376,0.1202,0.0088,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,8,1,0.1548,0.3031,0.1483,0.0131,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,16,1,0.2833,0.3855,0.1022,-0.0078,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,2,2,0.0213,0.0814,0.0601,-0.0338,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,3,2,0.0442,0.1554,0.1112,-0.0277,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,5,2,0.1028,0.2618,0.159,-0.0027,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,8,2,0.1579,0.3029,0.145,-0.0213,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,16,2,0.2584,0.3759,0.1176,0.0025,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,2,3,0.054,0.071,0.0169,0.0241,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,3,3,0.0938,0.1377,0.0439,-0.0123,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,5,3,0.1032,0.2607,0.1575,-0.0361,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,8,3,0.1451,0.2743,0.1292,-0.0247,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,16,3,0.2844,0.354,0.0696,-0.0202,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,2,4,0.0461,0.0663,0.0202,-0.0191,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,3,4,0.0755,0.1581,0.0827,-0.0195,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,5,4,0.0725,0.2626,0.1901,-0.0368,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b2,fictional,2,premise,16,8,4,0.1401,0.2672,0.1272,0.0116,42,18
